ApArtId	AP Art	AP Status	AP Start im Jahr	AP Stand Umsetzung	Pop Guid	Pop Nr	Pop Name	Pop Status	Pop bekannt seit	Pop X-Koordinaten	Pop Y-Koordinaten	Pop MutWann	Pop MutWer	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	c68e3b46-1927-11e2-b690-003048cd3590	1	Population		2000	686860	246248	2012-12-09 16:34:52	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	28b8d6fa-191e-11e2-b690-003048cd3590	2	na so was was			691500	244200	2012-12-08 00:37:38	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	f3d7d7b6-0044-11e2-b690-003048cd3590	3	Aus dieser Pop TPop verschieben aha			693250	243200	2012-12-08 00:37:46	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	1fd7ae30-e6b5-11e1-b690-003048cd3590	4	Test5 machen wir einen besonders überlangen Namen	autochthon	2012	681871	247933	2012-12-08 00:37:57	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	2577b966-af4c-11e1-b690-003048cd3590	5	Pop gg	neu entdeckt, angesiedelt	2010	705424	253072	2012-12-08 00:38:03	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	c6513b4c-af4b-11e1-b690-003048cd3590	6	Pop	nur angesät	1980			2012-09-16 23:27:47	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	7dd5c83e-1c14-11e2-b690-003048cd3590	7	Population 7	autochthon				2012-11-01 13:38:46	salzmann	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	8fc5156e-29a1-11e2-a78a-003048cd3590	10	gfsgfd					2012-11-08 13:41:55	rüegg	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	acdccc90-e6b8-11e1-b690-003048cd3590	500	Feldstrasse					2012-11-28 10:53:07	salzmann	
150	Abutilon theophrasti Medik.    >>>Testart<<<				a1c1027c-fb94-11e1-b690-003048cd3590	1	neu	autochthon				2012-10-17 16:10:27	salzmann	
150	Abutilon theophrasti Medik.    >>>Testart<<<				e236ebcc-e2ea-11e1-b690-003048cd3590	4	Pop Abies alba nach Arbutilon verschieben	autochthon	2012			2012-10-18 16:04:55	salzmann	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			8852CDE0-6610-423D-8EEE-E07254CCB0D4	1	Steinmaur, Steinbruch	nur angesät	2005	676000	259800	2012-11-12 08:47:15	luedi	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			48BBB588-6316-4152-8BDD-18EF22319580	2	Eglisau, Chüehalden	nur angesät	2004	682230	270730	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			FF395ADF-4790-473F-8B8A-8A43A2334843	3	Eglisau, Gentner Süd	nur angesät	2003	681000	271425	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			C7090216-596A-4D17-85CE-C53AFA18C1D6	4	Eglisau, Stampfi	nur angesät	2003	680575	270450	2011-10-17 16:42:39	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			0F83DD0D-7A61-4A98-B53D-18CB51ADBF3E	5	Glattfelden, Huser	nur angesät	2003			2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			E61A2287-7F3F-449C-9E17-E33FC111EBE0	6	Glattfelden, Nadelbändli	nur angesät	2003	681650	267675	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			283FC302-115D-423F-9235-41379DA6F62D	7	Glattfelden, Schibenrain	nur angesät		679550	268750	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			411240B2-9F26-486A-8832-60323FF5F8EF	8	Glattfelden, Zweidler Hard	nur angesät				2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			9E99ABAB-98B0-48D0-AA03-AC3602F63403	9	Hüntwangen, Muren	nur angesät				2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B15F7B8A-DE49-488A-B3B9-9DF7A3B7C361	12	Weiach, Steinlochäcker/ Leberen	nur angesät		675390	268870	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			50B433B2-406C-42E6-AA57-CC515ACEF191	13	Weiach, Trockenwald Nord	nur angesät		675700	268075	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			67D3F78D-ED84-4F46-92F2-3BC5146AC47B	14	Winkel, Grosswis	nur angesät	2008			2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			482CE355-0E44-48F3-940D-74437D9336DF	15	Winkel, Hagenbuck	nur angesät		684150	258825	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B9432395-1CC5-4308-8132-53CF12B2DB51	16	Bachs, Hohflue/Rundflue	nur angesät		673382	265978	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			E458D718-049A-4139-A821-DBBDDA0D274D	17	Hochfelden, Steinbruch	nur angesät	2007	679689	262845	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			417AB7F3-D9F3-4728-A70F-D07D731C7DAF	18	Kloten, Eigental	nur angesät	2007	689184	258717	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			2EF1A3B0-58AF-47A0-BC19-77AC297297D3	19	Oberembrach, Inner Rain	nur angesät	2007	688733	260672	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			21280BE8-5C17-41F4-AF68-A63842353002	20	Rafz, Rütenen	nur angesät	2007			2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			BDD02ABC-6DBD-4930-9553-C7CA71CA0BC5	21	Hüntwangen, Gentner Loch	nur angesät		680850	271650	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			757176BC-B614-4B11-B1F2-55EB725C2E1A	22	Winterthur, Chöpfi	nur angesät	2007	695163	263529	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			D513CC6B-889A-4DFD-885B-87E5CC740C35	23	Dättlikon, Wurzer	nur angesät	2007	690079	264277	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			C7B59EDB-8227-4691-B453-3DBA33E133C3	24	Pfungen, Multberg	nur angesät	2007	691531	262880	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			0E407FFF-B0D6-4AD4-A2A6-A46FD1C3A7F8	25	Hüntwangen, Bäl	nur angesät	2007	679929	272485	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			2AD55732-A75C-4739-9107-211E4B8B9BF1	26	Glattfelden, Berg	nur angesät	2007	680097	268708	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			963B885E-F1AC-47EF-94D7-B6703EC406E0	27	Bachenbülach, Brueder	nur angesät	2008	684079	262657	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			DA39AA35-4E81-454D-956F-CB495074EBC0	28	Glattfelden, Eglisgrund Sand	nur angesät	2008	681923	268380	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			545362F3-A488-440E-A598-85CEB10B6261	29	Eglisau, Förrlibuck	nur angesät	2008	682871	269813	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			17C009C1-A75C-4A23-850D-24F0EDAD1B74	30	Hüntwangen, Gentner Nord	nur angesät	2008	680949	271804	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			9C79DF14-4B56-4456-AD7D-E0E366A263FA	31	Glattfelden, Höckli	nur angesät	2008	680882	268243	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			0FF3139E-3FC9-4D08-8DC3-0C65531FD7EC	32	Wasterkingen, Büelbrunnen	nur angesät	2008	676783	272780	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			DCF51E45-D600-41BA-AE45-F55600F9AED6	33	Wasterkingen, Spitz	nur angesät	2008	677281	271924	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			11129C09-D1A3-4453-831E-3B16A7506B86	34	Freienstein-Teufen, Chalberweid	nur angesät	2008	685819	266435	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			9BDD8D7B-4D59-4181-B1DA-EBDD65F27AA0	35	Wasterkingen, ZdW	nur angesät	2008	678826	271460	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			58CE900D-1E1C-49D6-A607-800E4AC86872	36	Unterstammheim, Fuchslen	nur angesät	2005	701828	277850	2011-01-11 10:22:25	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			F6A7B17B-31C4-4296-9900-2167FD21E29F	37	Buch a. Irchel, Desibach	nur angesät	2005	690930	267960	2011-01-11 10:18:17	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			309EF227-CD56-41F7-A5FC-44A19ADB6092	38	Dorf, Wattiken	nur angesät	2005	690574	268935	2011-01-11 10:13:42	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B4907139-7877-4B3F-A7FD-72036A863D17	39	Flaach, Wolau	nur angesät	2010	689384	272217	2011-01-11 09:59:36	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			2559E6B6-1920-4A97-94FE-E5000A314714	40	Flaach, Wolauerhau	nur angesät	2005	689062	272388	2011-01-10 09:03:44	salzmann	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			11448579-E09A-4FD8-9225-DD4F8C54889F	41	Freienstein, Forenbückli	nur angesät	2006	686008	266108	2010-05-14 15:48:05	marti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			6026A61E-96B0-491A-82A9-BF3D92D63ACD	42	Dättlikon, Vogelsang	nur angesät	2006	689012	264895	2010-05-14 15:53:05	marti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			A0B1309B-CED3-48D0-B72C-887974F06003	43	Pfungen, Steindler unten	nur angesät	2006	691497	262868	2010-05-14 15:58:49	marti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B3ECA25E-FC5D-4382-B045-76B2D31C8D9F	44	Winterthur, Hohwülflingen	nur angesät	2006	693884	261492	2010-05-14 16:02:08	marti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			CBE6F09E-8057-4015-A67E-4DE230B317E7	45	Winterthur, Hohwülflingen 2	nur angesät	2006	694098	261327	2010-05-14 16:08:47	marti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			E68FC5BE-0854-4582-8683-DF6125F2CDB0	46	Winterthur, Schuppentännli	nur angesät	2006	693650	261532	2010-05-14 16:12:59	marti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			E3735A78-9099-40FC-818D-12C787382A0C	47	Winterthur, Füdlispalt	nur angesät	2005	695127	263502	2011-01-11 10:20:18	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			882A1F78-063B-4246-9AD5-D65044BA4522	48	Dorf, Bergbuck links oben	nur angesät	2006	691415	269523	2010-05-14 16:19:54	marti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			C30651E6-155F-44C1-9506-CDCCEBDCE7BA	49	Flaach, Präusselen	nur angesät	2009			2011-01-11 10:08:29	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			A3C4A770-F47A-4287-BA4F-DBBDD10076D6	50	Flaach, Nochiforen	nur angesät	2009			2010-12-27 15:55:01	salzmann	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			ED607C40-8266-4D63-9035-482D8FF6C93D	51	Unterstammheim, Schinderbuck	nur angesät	2005	701156	279067	2011-01-11 10:28:43	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			0E9D2D51-3A48-49FC-B5E9-C2C21FB19C42	52	Dättlikon, Schwyzeracher	nur angesät	2005	690090	264248	2011-01-11 11:02:01	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			f38005a0-219a-11e2-a78a-003048cd3590	53	Unterstammheim, Kintscherbuck	neu entdeckt, angesiedelt	2012	701166	279073	2012-10-29 08:34:37	luedi	
1700	Achillea millefolium L. s.l.	kein AP			09AE20CE-0138-41AC-BE1D-D3923C9DC2F0	1	Eglisau, Chuehalden	nur angesät	2004	682230	270730	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			0719F4BE-47F2-41FD-A406-87B3A2C25624	2	Embrach, Bilg	nur angesät	2003	687467	263618	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			0E6C8185-C297-40AF-BC49-FCA4DF318F16	3	Glattfelden, Huser	nur angesät	2003			2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			BC40AA22-CF67-44B0-A9F8-56D714B7DA94	4	Glattfelden, Nadelbändli	nur angesät	2003	681670	267675	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			601DBCDF-692E-4880-BFBB-ACA0947D7121	5	Glattfelden, Schwendlirain	nur angesät	2005	679155	268885	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			95554071-0581-4356-835F-CB0092DC5711	6	Glattfelden, Zweidler Hard	nur angesät	2003			2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			711180BB-CDA4-4099-9BF9-DD986B1D58DD	7	Hüntwangen, Loch Nord	nur angesät	2003	680860	271770	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			AC0F630E-70A9-4348-B104-2C831B5E1573	8	Hüntwangen, Loch Süd	angesiedelt, nach Beginn Aktionsplan	2004	680850	271650	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			6A005250-38E0-48E0-A009-A4238E89F4BA	9	Kloten, Bedensee- Wall	nur angesät	2003	688250	256500	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			1380322A-62D6-4719-BABE-5466440EAE15	10	Kloten. Holberg	nur angesät	2003	685375	255925	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			4D04BB30-B47C-4DC3-8FFB-0B1537AA6157	11	Unterstammheim, KG Steigbügel	angesiedelt, nach Beginn Aktionsplan	2004			2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			00DD5102-3A72-44D4-AD18-57F54ACBE45C	12	Wasterkingen, KG Rain	nur angesät	2005	677950	271750	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			78747AE8-E25B-4661-947C-F406AD5839BB	13	Weiach, KG Rüteren Ost	nur angesät	2003			2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			63A1B9D8-537E-417B-8493-11C79C61A132	14	Weiach,Steinlochäcker/Leberen	angesiedelt, vor Beginn Aktionsplan	2004			2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			C9AE759F-13A1-4DD5-9B65-5FAF492B24C9	15	Winkel, Hagenbuck	nur angesät	2003	684150	258825	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			48CB222C-ACBD-4340-B352-414B13D76BBC	16	Glattfelden, Höckli	angesiedelt, vor Beginn Aktionsplan	2008	680895	268245	2010-03-27 00:00:00	KarinMarti	
1700	Achillea millefolium L. s.l.	kein AP			594D10B5-9030-4489-842E-834CB293FA30	17	Hüntwangen, SBB-Böschung	nur angesät	2009	681068	271072	2010-12-29 11:09:09	topos	
1700	Achillea millefolium L. s.l.	kein AP			6581A546-1616-4B16-BF83-23A5AAC59869	18	Eglisau, Bahnböschung Wald Stadtforen	nur angesät	2010	681190	271335	2012-01-04 09:57:18	sartori	
1700	Achillea millefolium L. s.l.	kein AP			692049bc-9d6e-11e0-95ab-003048cd3590	19	Eglisau, Eglisgrund	angesiedelt, vor Beginn Aktionsplan	2008			2011-06-23 09:57:16	topos	
1700	Achillea millefolium L. s.l.	kein AP			22ea813e-176b-11e1-9fe9-003048cd3590	20	Glattfelden, Ifang	nur angesät	2011			2011-11-25 14:41:48	topos	
1700	Achillea millefolium L. s.l.	kein AP			be22ee68-1f20-11e1-9fe9-003048cd3590	21	Glattfelden, Hundig	angesiedelt, vor Beginn Aktionsplan	2011	681403	267291	2011-12-05 10:08:48	sartori	
2000	Achillea nobilis L.	kein AP			35C93FC5-7F4F-4967-8AC4-9D665EB6A704	1	Weiach, Steinlochäcker/ Leberen	nur angesät	2004	675475	268800	2010-03-27 00:00:00	KarinMarti	
2200	Achillea ptarmica L.	kein AP			DC83EC09-7FDD-441E-85D2-254A71F0F093	1	Birmensdorf, Reppisch	angesiedelt, vor Beginn Aktionsplan	2008	674578	245925	2010-03-27 00:00:00	KarinMarti	
2200	Achillea ptarmica L.	kein AP			48398DA2-6CDA-4E28-ABAC-68773D525465	2	Mettmenstetten, Rembrig	nur angesät	2008	676257	234774	2010-03-27 00:00:00	KarinMarti	
2200	Achillea ptarmica L.	kein AP			016A2ED1-92DB-45E8-B220-8FFB1121462C	3	Oetwil, Chrüzlen	nur angesät	2009	695612	237074	2010-03-27 00:00:00	KarinMarti	
2200	Achillea ptarmica L.	kein AP			ca678e74-24d7-11e1-9fe9-003048cd3590	4	Maur, Guldenen	nur angesät	2011	692113	240572	2012-02-08 11:01:38	salzmann	
5100	Acorus calamus L.	kein AP			2DB6513A-AF3B-4A5D-AF52-3808389123EF	1	Rümlang, Langensegen	angesiedelt, nach Beginn Aktionsplan	2003	683050	257500	2010-03-27 00:00:00	KarinMarti	
7400	Agrimonia eupatoria L.	kein AP			97E35EA4-A08B-4153-B37E-F616347B3878	1	Eglisau, Bahnbord Südost	nur angesät	1996	681100	271100	2010-03-27 00:00:00	KarinMarti	
7400	Agrimonia eupatoria L.	kein AP			0AA43130-844C-4A8D-87F7-89118C471764	2	Eglisau, Förlibuck	nur angesät	1999			2010-03-27 00:00:00	KarinMarti	
7400	Agrimonia eupatoria L.	kein AP			034E7381-BC28-4AAB-BD49-2ECC692E997F	3	Eglisau, Gentner	nur angesät	1995			2010-03-27 00:00:00	KarinMarti	
7400	Agrimonia eupatoria L.	kein AP			D8F42D6D-70F2-4B5A-9608-A569875D5ADF	4	Hüntwangen, Loch Nord	nur angesät	1999			2010-03-27 00:00:00	KarinMarti	
7600	Agrimonia procera Wallr.	kein AP			91B938DD-7825-4D8C-A89C-DFFC7BE0E589	1	Eglisau, Geissbuck	nur angesät	1999	682300	268500	2010-03-27 00:00:00	KarinMarti	
7600	Agrimonia procera Wallr.	kein AP			8D7D088D-C630-4FF0-A659-D61C409AFCBB	2	Embach, Bilg	nur angesät	2002	678400	263475	2010-03-27 00:00:00	KarinMarti	
7600	Agrimonia procera Wallr.	kein AP			0a0aab4c-82ed-11e1-9fe9-003048cd3590	4	Glattfelden, Schwendlirain	angesiedelt, vor Beginn Aktionsplan	2006	679165	268929	2012-04-10 16:28:27	topos	
7600	Agrimonia procera Wallr.	kein AP			EE09D5EC-6AB7-4F75-B8BC-436DCFE18DD3	5	Glattfelden, Zweidler Hard	angesiedelt, vor Beginn Aktionsplan	2001	678075	268820	2012-04-10 18:02:25	topos	
7600	Agrimonia procera Wallr.	kein AP			2E0CA53C-29EC-48CC-A497-CB731FE0E4F1	6	Kloten, Bedensee-Wall	nur angesät	2002	688250	256500	2010-03-27 00:00:00	KarinMarti	
7600	Agrimonia procera Wallr.	kein AP			6A8B8F63-95C4-4D2A-87CA-668380B68E15	7	Kloten, Holberg	nur angesät	2002	685375	255925	2010-03-27 00:00:00	KarinMarti	
7600	Agrimonia procera Wallr.	kein AP			5BB40095-3C87-4276-87ED-88B1D069BBC7	8	Neersach, Dorfwiesen	nur angesät	2002	678250	261350	2010-03-27 00:00:00	KarinMarti	
7600	Agrimonia procera Wallr.	kein AP			F0508042-2C7D-4B86-AB39-BA3B92CA9763	9	Pfungen, Lehmgrube Bruni	nur angesät	2002	691944	263447	2012-04-10 16:59:35	topos	
7600	Agrimonia procera Wallr.	kein AP			C3AAD727-17AD-4B31-BB4C-114EA2EDC886	10	Regensdorf, Brunnenwis	nur angesät	2003	676300	255100	2010-03-27 00:00:00	KarinMarti	
7600	Agrimonia procera Wallr.	kein AP			5C70D38A-9B19-416A-835D-B502FB6C3A87	11	Unterstammheim, KG Steigbügel	nur angesät	2002	701000	278600	2012-04-10 13:30:34	topos	
7600	Agrimonia procera Wallr.	kein AP			E7E561A8-6236-4066-903A-12F664B2AC9D	12	Wasterkingen, KG Rain	nur angesät	2005	677950	271750	2010-03-27 00:00:00	KarinMarti	
7600	Agrimonia procera Wallr.	kein AP			55D9A89C-92DD-456A-9C5D-073D503EEC3B	13	Weiach, Steinlockäcker / Leberen	nur angesät	2002	675428	268864	2012-04-10 18:49:14	topos	
7600	Agrimonia procera Wallr.	kein AP			ACFD25DB-4927-474A-ACED-5CBC4FA65AD1	15	Weiach, KG Rüteren	nur angesät	2003	675567	269014	2012-04-10 18:38:36	topos	
7600	Agrimonia procera Wallr.	kein AP			64267705-11E1-4F8C-A739-D27396F9A91A	17	Winkel, Hagenbuck	nur angesät	2002	684175	258825	2012-11-08 17:20:52	sartori	
7600	Agrimonia procera Wallr.	kein AP			4E8C7F63-36F1-45BB-B299-52BBDD4BCB0E	19	Glattfelden, Autobahnböschung	angesiedelt, vor Beginn Aktionsplan	2005	678985	268929	2012-04-10 16:32:49	topos	
7600	Agrimonia procera Wallr.	kein AP			48667410-7ce5-11e1-9fe9-003048cd3590	20	Eglisau, Bahnböschung Wald Stadtforen	nur angesät	2012	681281	271424	2012-04-02 18:59:53	topos	
7600	Agrimonia procera Wallr.	kein AP			5506efb8-82e1-11e1-9fe9-003048cd3590	21	Eglisau, Eglisgrund	nur angesät	2009	682158	268448	2012-04-10 09:48:27	topos	
7600	Agrimonia procera Wallr.	kein AP			a5798992-82e1-11e1-9fe9-003048cd3590	22	Eglisau, Chüehalden	nur angesät	2004	682160	270750	2012-04-10 09:49:06	topos	
7600	Agrimonia procera Wallr.	kein AP			0eeede0e-82ec-11e1-9fe9-003048cd3590	23	Glattfelden, Huser	nur angesät	2004	680675	268225	2012-04-10 11:03:37	topos	
7600	Agrimonia procera Wallr.	kein AP			4accc77a-8318-11e1-9fe9-003048cd3590	25	Glattfelden, Kiesstreifen	nur angesät	2005			2012-04-10 16:28:45	topos	
7600	Agrimonia procera Wallr.	kein AP			c9e1b6ec-82f0-11e1-9fe9-003048cd3590	26	Flaach, Wolauerhau	nur angesät	2003	688930	272340	2012-04-10 11:37:29	topos	
7600	Agrimonia procera Wallr.	kein AP			99f029d6-82f1-11e1-9fe9-003048cd3590	27	Hüntwangen, Loch Süd	nur angesät	2004	680850	271650	2012-04-10 11:44:17	topos	
7600	Agrimonia procera Wallr.	kein AP			edfa039e-82f1-11e1-9fe9-003048cd3590	28	Hüntwangen, Muren / Linde	nur angesät	2007	679822	271614	2012-04-10 11:46:47	topos	
7600	Agrimonia procera Wallr.	kein AP			f88e2344-8300-11e1-9fe9-003048cd3590	31	Wasterkingen, ZdW	nur angesät	2008	678600	271390	2012-04-10 13:33:19	topos	
10100	Ajuga chamaepitys (L.) Schreb.	kein Eintrag			2EF25D84-21EE-4C0A-8E42-6906A5575BD6	1	Eglisau, Förlibuck	nur angesät	1998	682900	269800	2010-03-27 00:00:00	KarinMarti	
10100	Ajuga chamaepitys (L.) Schreb.	kein Eintrag			228A8894-ECE7-4B01-8B16-0AD1E3032B1F	2	Hüntwangen, Loch Nord	nur angesät	1998	680900	271400	2010-03-27 00:00:00	KarinMarti	
21600	Aldrovanda vesiculosa L.	in Bearbeitung	2004	in Umsetzung	BC39B929-63B9-4380-AD7C-0A67E307B742	1	Niederhasli, Mettmenhaslisee	angesiedelt, vor Beginn Aktionsplan	1908	679184	258844	2012-06-14 01:05:46	z	
21600	Aldrovanda vesiculosa L.	in Bearbeitung	2004	in Umsetzung	7697E2BD-C589-4749-B607-153E7F4A4E87	2	Hettlingen, Mädlestenweiher	angesiedelt, vor Beginn Aktionsplan	1977	694250	267750	2010-03-27 00:00:00	KarinMarti	
21600	Aldrovanda vesiculosa L.	in Bearbeitung	2004	in Umsetzung	04D1B67C-7C40-4DA4-84D0-86B8F2D57F4F	3	Glattfelden, Zweidler Hard	angesiedelt, nach Beginn Aktionsplan	2004	678127	268906	2010-03-27 00:00:00	KarinMarti	
21600	Aldrovanda vesiculosa L.	in Bearbeitung	2004	in Umsetzung	DDD5D346-B5CD-4FF8-8E9D-D6BA8B68E904	4	Ossingen, Husemerseen	angesiedelt, nach Beginn Aktionsplan	2006	694660	275750	2010-03-27 00:00:00	KarinMarti	
21600	Aldrovanda vesiculosa L.	in Bearbeitung	2004	in Umsetzung	047B94E0-B943-45EC-AD9B-00EA8C03DF9E	5	Dägerlen/Dinhard, Guriseen	angesiedelt, nach Beginn Aktionsplan	2007	698488	268540	2010-03-27 00:00:00	KarinMarti	
21600	Aldrovanda vesiculosa L.	in Bearbeitung	2004	in Umsetzung	9881F435-FEA4-48C4-B392-CB118BE6C513	6	Wallisellen, Schönenhofried	erloschen, zuvor autochthon	1950	688400	251700	2010-03-27 00:00:00	KarinMarti	
21600	Aldrovanda vesiculosa L.	in Bearbeitung	2004	in Umsetzung	3150FE24-383C-41A8-B860-7EF4DE7E00AB	7	Neerach, See	angesiedelt, nach Beginn Aktionsplan	2007	678825	263427	2010-03-27 00:00:00	KarinMarti	
21600	Aldrovanda vesiculosa L.	in Bearbeitung	2004	in Umsetzung	1EA2292D-737A-49E9-87EB-AAC01F65FEBD	8	Rümlang, Glattaltläufe, Langensegen	angesiedelt, nach Beginn Aktionsplan	2007	682896	257881	2010-03-27 00:00:00	KarinMarti	
21600	Aldrovanda vesiculosa L.	in Bearbeitung	2004	in Umsetzung	750D401C-1B9C-46CC-84E6-C3A3645D5CC5	9	Stadel, Stadlersee	angesiedelt, nach Beginn Aktionsplan	2007	678524	264129	2010-03-27 00:00:00	KarinMarti	
21600	Aldrovanda vesiculosa L.	in Bearbeitung	2004	in Umsetzung	D4155C43-C0D8-4583-9EE1-FAB15C231A16	10	Zürich, Hänsiried	angesiedelt, nach Beginn Aktionsplan	2008	679115	253435	2010-03-27 00:00:00	KarinMarti	
