ApArtId	AP Art	AP Status	AP Start im Jahr	AP Stand Umsetzung	Pop Guid	Pop Nr	Pop Name	Pop Status	Pop bekannt seit	Pop X-Koordinaten	Pop Y-Koordinaten	Pop MutWann	Pop MutWer	
132350	Dactylorhiza incarnata (L.) Soó s.str.	kein AP			051a359a-173f-11e1-9fe9-003048cd3590	1	Birmenstorf, Gloggenmaas	neu entdeckt, angesiedelt	2011			2011-11-25 09:37:38	topos	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	1FCFFC5D-6879-4E19-AB46-F3B02AA9BB24	1	Hombrechtikon, Tüfiried	angesiedelt, vor Beginn Aktionsplan	2006			2012-03-26 15:56:36	topos	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	AF9B1E95-25EF-4016-B1AB-8BDDA68D7E80	2	Hombrechtikon, Feldbacher Bucht	nur angesät	2006	702523	232874	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	63DAF16B-190E-4121-939A-69F3D3922ED3	3	Flaach, Präuselen			688599	271534	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	7999C28C-2775-4609-A6A3-17AE302427F0	4	Birmensdorf (ZH), Gloggenmaas	angesiedelt, vor Beginn Aktionsplan	2006	675617	246057	2011-11-25 09:50:24	topos	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	35D117A4-0EC8-4118-94B6-91669E690F68	5	Neerach/Höri	angesiedelt, vor Beginn Aktionsplan		678904	262495	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	00386146-8E26-4560-8F7F-C05A4BE758FB	6	Winkel, Grosswies	angesiedelt, vor Beginn Aktionsplan		683275	259900	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	1E0D5E36-4AB7-4090-B989-1D32CE70A32B	8	Glattaltläufe	angesiedelt, vor Beginn Aktionsplan				2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	A9193857-F841-495C-B46F-CBCF2A00D14A	9	Maschwanden, Hasplen	nur angesät	2006	674470	231495	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	34DC8169-CF86-439E-9963-8755089E9193	10	Obfelden, Bütschimatt	nur angesät		673290	234920	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	7E12CFFC-7717-4F0D-AD36-4D394FF2ADF9	11	Obfelden, Saliken	angesiedelt, vor Beginn Aktionsplan		673090	234260	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	202255E1-F16F-4843-8645-3FF13B12085A	12	Oberglatt, Vordermoos	angesiedelt, vor Beginn Aktionsplan		682420	260160	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	293BF7DF-441E-4B28-B99D-55F7E7D51A0A	13	Affoltern a. Albis, Grütweid	nur angesät	2007	677639	234856	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	27858DF2-C59F-475D-B8D5-FCF5CFB4902F	15	Affoltern a. Albis, Jonentobel	nur angesät	2007	677987	235272	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	A3FDCF5F-8ED6-4167-8679-1E99C86D518C	17	Pfäffikon, Pfäffikersee Ost	nur angesät	2007	702133	245575	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	91403A59-080C-46A9-8F20-05DD265EE881	18	Pfäffikon, Pfäffikersee West	nur angesät	2007	700455	245939	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	AA7362C9-6668-492A-BEC9-F1FFA35F4045	19	Seegräben, Pfäffikersee West	nur angesät	2007	700612	245598	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	9EC548B0-B216-4834-B578-D50BBCCAC0E4	20	Affoltern a. Albis, Bisliken	nur angesät	2007	677719	237210	2012-04-16 17:36:32	topos	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	E39BFD61-4E8A-48FB-8355-FFF29A6E2708	22	Affoltern a. Albis, Sennweid	nur angesät	2007	677972	238336	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	A2F2F936-1584-4EF6-9F85-F21B511AA9A2	23	Rümlang, Langensegen	nur angesät	2007	683151	257354	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	44C89446-1401-46F5-A26D-342C6C605BC8	25	Kloten, Goldenes Tor	autochthon	1935	684800	257800	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	9EF4D56B-D682-4AD6-BE2B-6B855ACB40CA	26	Uster, Hopperen	autochthon	1935	695500	247200	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	5BC175DE-BC35-405F-87B3-53479033A9CC	27	Maur, Greifensee	autochthon	1935	693500	244500	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	8A68AEEF-D209-45FC-9702-2DEDEB26C2A9	28	Greifensee, Böschen (Lochacher)	autochthon	1935	693075	247121	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	4DA0B95B-FC44-47B1-941F-EE9397DAECFB	29	Mönchaltorf, Silberweide	nur angesät	2007			2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	B56A0089-1D97-462D-92E2-C2C100DA4E25	30	Hochfelden, Chessler	nur angesät	2007			2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	241CC498-D26C-4822-95FD-2458AEF41A46	31	Pfäffikon/Wetzikon, Robenhuserriet	autochthon	2006	702521	244269	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	62E3997A-FA3C-4D50-858B-63459BA74177	32	Meilen, Cholrüti	nur angesät	2006	692705	238935	2010-03-27 00:00:00	KarinMarti	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	BC11ADE1-85CD-400F-8CA0-7516152EEEB4	33	Greifensee, Greifensee, Wildsberg	nur angesät	2010	694250	245861	2010-12-07 14:04:25	topos	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	3A240BFE-0BB6-49EB-B071-328BE00FDADF	34	Uster, Werrikerriet	nur angesät	2010	695752	246549	2010-12-08 10:29:17	topos	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	B274C84A-A5B7-43C4-B911-B1B4AC3A55A9	35	Weiach, KG Rüteren	nur angesät	2010	675679	268957	2010-12-13 14:50:41	topos	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	6803572A-6030-4D68-A505-7AAD9727DD9D	36	Russikon, Musloch (Mülistettenried)	erloschen, zuvor autochthon	2006			2011-06-09 15:54:48	salzmann	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	c5a9a570-e5c6-11e0-bd98-003048cd3590	37	Weisslingen, Gsang	erloschen, vor AP angesiedelt	1973	701600	252870	2012-11-14 09:04:17	salzmann	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	c76ab8c0-774a-11e1-9fe9-003048cd3590	38	Oberglatt, Peterli/Schlosswinkel	angesiedelt, vor Beginn Aktionsplan	2011	682399	257918	2012-03-26 15:57:00	topos	
132360	Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.	kein AP		noch keine Umsetzung	A3FA232E-2ECD-4212-9EA8-BEAC8E886995	101	Schlatt (TG), Paradiesweiher	autochthon	1935	694000	282500	2010-03-27 00:00:00	KarinMarti	
132700	Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.	kein Eintrag			78CF1EFE-6675-4546-AFB6-B35BCD9561B3	1	Embrach, Bilg	nur angesät	2003	687385	263532	2010-03-27 00:00:00	KarinMarti	
132700	Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.	kein Eintrag			9E40C496-34B2-46D1-AEA4-4BC753822085	2	Kloten, Holberg	nur angesät	2003	685375	255925	2010-03-27 00:00:00	KarinMarti	
132700	Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.	kein Eintrag			98AED93C-2E99-45A4-AC6B-65672AA5A585	3	Regensdorf, Brunnenwis	nur angesät	2003	676300	255100	2010-03-27 00:00:00	KarinMarti	
132800	Dactylorhiza sambucina (L.) Soó	kein AP			120130D1-AE91-4C3F-9C3C-4AFC19D3D0C0	1	Glattfelden, Eglisgrund	nur angesät	2008	681933	268423	2010-03-27 00:00:00	KarinMarti	
132800	Dactylorhiza sambucina (L.) Soó	kein AP			5158E61A-1C82-4436-BB72-95B881A2641B	2	Glattfelden, Höckli	nur angesät	2008	680863	268255	2010-03-27 00:00:00	KarinMarti	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	0AE93A12-603C-4E5B-94B9-5A50A6FF4433	1	Hüntwangen, Rheinhalde	autochthon	1850	679555	270680	2010-03-27 00:00:00	KarinMarti	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	44E29548-FD81-4129-8EAB-EA224D059729	2	Bachs, Rundflue	angesiedelt, nach Beginn Aktionsplan	2006	673384	265964	2010-03-27 00:00:00	KarinMarti	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	DDB37556-536B-4E9D-B975-FF3E4E796B4C	3	Weiach, KG Rüteren	angesiedelt, nach Beginn Aktionsplan	2006	675610	268942	2010-03-27 00:00:00	KarinMarti	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	6030363A-67B7-414B-A705-BB5B76629875	4	Hüntwangen, Muren/Linde	angesiedelt, nach Beginn Aktionsplan	2006	679817	271615	2010-03-27 00:00:00	KarinMarti	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	99CC74E0-346C-4F4E-9B92-DC3240DA319E	5	Hüntwangen, Gentner	angesiedelt, nach Beginn Aktionsplan	2006	680854	271585	2010-03-27 00:00:00	KarinMarti	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	298FEFBF-8B8E-4651-BA45-6C9D4F32F79D	6	Eglisau, Förrlibuck	angesiedelt, nach Beginn Aktionsplan	2008	682668	269868	2010-03-27 00:00:00	KarinMarti	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	5EF53682-26AA-42DA-AD54-88825AF881C2	7	Glattfelden, Eglisgrund	angesiedelt, nach Beginn Aktionsplan	2009	681941	268433	2010-03-27 00:00:00	KarinMarti	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	F3AEA3DE-38CF-4C9A-B454-34FE8CE09A22	8	Wasterkingen, ZdW	angesiedelt, nach Beginn Aktionsplan	2009	678773	271446	2010-03-27 00:00:00	KarinMarti	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	3A92040F-1E36-4AD2-9AC0-5FE6402A3851	9	Eglisau, Stampfi	angesiedelt, nach Beginn Aktionsplan	2010	680631	270420	2010-12-14 15:48:58	topos	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	7C8713C7-427A-4BFF-9B8A-3123A69FA0AC	10	Eglisau, Oberrieterberg	angesiedelt, nach Beginn Aktionsplan		683072	269658	2011-01-13 11:52:28	topos	
133400	Daphne cneorum L.	erstellt	2001	in Umsetzung	750de24c-92ce-11e1-9fe9-003048cd3590	11	Eglisau, Murhaldenstrasse 19/Frau Rudin	angesiedelt, nach Beginn Aktionsplan	2010			2012-04-30 16:12:02	topos	
135000	Deschampsia littoralis (Gaudin) Reut.	kein Eintrag			129B9AD0-2840-4255-B262-5EB420C0DEA1	1	Weiach, Sandfläche West	angesiedelt, vor Beginn Aktionsplan	2004			2010-03-27 00:00:00	KarinMarti	
135100	Deschampsia rhenana Gremli	kein Eintrag			756EA3F6-5DCC-4774-B529-29E6A286C2B7	1	Weiach, Steinlochäcker/Leberen	angesiedelt, vor Beginn Aktionsplan	2004	675500	268750	2010-03-27 00:00:00	KarinMarti	
135100	Deschampsia rhenana Gremli	kein Eintrag			A825819C-EF1F-45D3-A7AC-866C4DF0533D	2	Weiach, Schlammabsetzbecken West	angesiedelt, vor Beginn Aktionsplan	2008	675827	269104	2011-10-24 14:11:37	salzmann	
135100	Deschampsia rhenana Gremli	kein Eintrag			6ea22c36-929f-11e0-95ab-003048cd3590	3	Rheinau, Rüteren/Strickboden	angesiedelt, vor Beginn Aktionsplan	2010	687447	275203	2011-06-09 15:50:27	topos	
135100	Deschampsia rhenana Gremli	kein Eintrag			68c42e4a-92a4-11e0-95ab-003048cd3590	4	Winkel, Grabenwis	angesiedelt, vor Beginn Aktionsplan	2011	683678	259250	2011-06-09 16:26:05	topos	
135300	Dianthus armeria L.	kein Eintrag			354D86AA-C2A6-4682-93BC-B0204F10C238	1	Eglisau, Bahnbord, Südost	nur angesät	1996	681100	271100	2010-03-27 00:00:00	KarinMarti	
135300	Dianthus armeria L.	kein Eintrag			27A999F6-25C0-467D-AA1E-4EEBE959BED8	2	Eglisau, Gentner	angesiedelt, vor Beginn Aktionsplan	1995	681000	271400	2010-03-27 00:00:00	KarinMarti	
135300	Dianthus armeria L.	kein Eintrag			94FEF73D-0E51-466E-B75B-5DFE4928B2C8	3	Glattfelden, Verteilstation Hunig EGO	nur angesät	1995	681400	267300	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			02B632F7-4861-4D67-B407-22F7B2F0F29B	1	Glattfelden, Bahnbord Südost	nur angesät	1996	681100	271100	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			93DF935E-C89F-45C7-83EF-3240DCE35EFA	2	Eglisau, Gentner	angesiedelt, vor Beginn Aktionsplan	1995	681000	271400	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			A36E05EF-49FE-4C11-B845-E230A9024873	3	Glattfelden, Berg West			680100	268715	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			4C7FC4DF-29A1-4282-A3FA-4198CCEC6FB0	4	Glattfelden, Verteilstation Hundig			681400	267300	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			9102CADE-1BA8-4179-87B9-984E56665725	5	Weiach, Steinlochäcker	nur angesät	2003	675400	268820	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			C6051C9E-75BE-4B64-ABB9-C9BEB398D9F8	6	Weiach, Steinlochäcker			675395	268770	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			AB412A7E-B332-49B5-B89E-22F8835A5F85	7	Weiach, KG Rüteren	nur angesät	2006	675703	268939	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			2B27C5A3-F790-4FB3-ACBF-010AE3B88D8E	8	Glattfelden, Schwendlirain	nur angesät	2005	679200	268800	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			5932599B-11EE-4014-A198-D2E35D0C4061	9	Rheinau, KG Oberboden	nur angesät	2003			2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			0306A113-392D-4BD0-975D-5D4FA63FFE91	10	Trüllikon, Gartenbüel	nur angesät	2008	692475	278993	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			C0CB51C9-0E9B-44F7-BC7B-D4C1A68A02F5	11	Trüllikon, N4	nur angesät	2008	692642	276238	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			E37A7612-F8A0-4CFC-8BBF-B180F155F7B8	12	Kleinandelfingen, N4	nur angesät	2008	693345	275547	2010-03-27 00:00:00	KarinMarti	
135500	Dianthus carthusianorum L. s.l.	kein Eintrag			03be0f70-24df-11e1-9fe9-003048cd3590	13	Benken, N4 Miniautobahn	nur angesät	2011	691012	278058	2011-12-12 17:33:26	sartori	
136100	Dianthus gratianopolitanus Vill.	kein AP			AAF36C98-4E73-456F-8BAD-7F14575AA0B9	1	Steinmaur, Steinbruch	angesiedelt, vor Beginn Aktionsplan	2004	676000	259800	2012-11-12 08:14:03	luedi	
136100	Dianthus gratianopolitanus Vill.	kein AP			788BCB37-E15E-45ED-A2DD-380B242B3748	3	Hüntwangen, Gentner/Loch	angesiedelt, vor Beginn Aktionsplan	2006	680896	271687	2010-03-27 00:00:00	KarinMarti	
136100	Dianthus gratianopolitanus Vill.	kein AP			0B0F0D9B-B554-44A7-86DE-64267C4F0B2F	4	Otelfingen, Lägernsteinbruch	angesiedelt, vor Beginn Aktionsplan	2006			2010-03-27 00:00:00	KarinMarti	
136100	Dianthus gratianopolitanus Vill.	kein AP			34011A87-8E78-40D7-9312-04B671A12CC5	5	Hüntwangen, Birrenrain	angesiedelt, vor Beginn Aktionsplan	2007	678890	271475	2010-03-27 00:00:00	KarinMarti	
136100	Dianthus gratianopolitanus Vill.	kein AP			E81B4286-8B2B-4E09-8EBD-DE0BB3C00AD2	6	Hüntwangen, Eichlihau	angesiedelt, vor Beginn Aktionsplan	2008	679104	271533	2010-03-27 00:00:00	KarinMarti	
136100	Dianthus gratianopolitanus Vill.	kein AP			166E563A-F334-4A25-B0F9-C84141A74B2E	7	Wasterkingen, KG Rain	angesiedelt, vor Beginn Aktionsplan	2006	677940	271800	2010-03-27 00:00:00	KarinMarti	
136100	Dianthus gratianopolitanus Vill.	kein AP			10079B49-8B9E-4CD8-9C52-C8CA2A86EE60	8	Regensberg, Mandach	angesiedelt, vor Beginn Aktionsplan	2008	675643	259690	2010-03-27 00:00:00	KarinMarti	
136100	Dianthus gratianopolitanus Vill.	kein AP			dda94424-92c2-11e1-9fe9-003048cd3590	10	Weiach, KG Rüteren	angesiedelt, vor Beginn Aktionsplan	2011			2012-04-30 14:49:04	topos	
136100	Dianthus gratianopolitanus Vill.	kein AP			ffcc651c-3f7f-11e2-a78a-003048cd3590	11	Hüntwangen, SBB-Böschung	angesiedelt, vor Beginn Aktionsplan	2012	681060	271077	2012-12-06 09:45:18	rüegg	
136700	Dianthus seguieri Vill.	kein Eintrag			3C3DF499-3A43-4766-A6A1-9AE9995DFFB4	1	Eglisau, Bahnbord Südost	nur angesät	1996	681100	271100	2010-03-27 00:00:00	KarinMarti	
136700	Dianthus seguieri Vill.	kein Eintrag			A6B3810E-7070-4F4A-89E3-2E417FB550E8	2	Eglisau, Förlibuck	nur angesät	1999			2010-03-27 00:00:00	KarinMarti	
136700	Dianthus seguieri Vill.	kein Eintrag			CE98A67D-553B-49C1-94AA-72B28DABE77F	3	Eglisau, Geissbuck	nur angesät	1999	682300	268500	2010-03-27 00:00:00	KarinMarti	
136700	Dianthus seguieri Vill.	kein Eintrag			FA739E96-A536-4631-B939-61721CEF6EFE	4	Eglisau, Gentner	angesiedelt, vor Beginn Aktionsplan	1996	681000	271400	2010-03-27 00:00:00	KarinMarti	
136700	Dianthus seguieri Vill.	kein Eintrag			4B347DCF-7C69-46A2-8141-F74FACF4BB87	5	Glattfelden, Verteilstation Hundig EGO	nur angesät	1996	681400	267300	2010-03-27 00:00:00	KarinMarti	
136700	Dianthus seguieri Vill.	kein Eintrag			F090902A-FFB9-4287-9E68-A0C50831D8E4	6	Hüntwangen, Loch Nord	nur angesät	1996	680900	271400	2010-03-27 00:00:00	KarinMarti	
136800	Dianthus superbus L.	kein Eintrag			0712A86F-3701-4D70-BC23-EE66A4E46A24	1	Eglisau, Gentner	nur angesät	1995	681000	271400	2010-03-27 00:00:00	KarinMarti	
137000	Dictamnus albus L.	kein AP			59A7A431-73D2-400B-BE13-067BFF760243	1	Weiach, KG  Rüteren	angesiedelt, vor Beginn Aktionsplan	2006	675605	268952	2010-03-27 00:00:00	KarinMarti	
137000	Dictamnus albus L.	kein AP			EFD9ACD6-2F49-482D-9730-1EA76E315CE1	2	Wasterkingen, Zwischen den Wegen	nur angesät	2007	678703	271437	2010-03-27 00:00:00	KarinMarti	
137000	Dictamnus albus L.	kein AP			662BB582-62BA-42C9-9403-0AA56B0D972E	3	Hüntwangen, Birrenrain	nur angesät	2008	678887	271478	2010-03-27 00:00:00	KarinMarti	
137000	Dictamnus albus L.	kein AP			E2CF80A0-615E-43BD-99CF-869B2ACACF7C	4	Hüntwangen, Eichlihau	nur angesät	2008	679016	271496	2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			7A65D87B-83FE-40C7-9EA2-FFC0099EA5C3	1	Eglisau, Bahnbord Südost	nur angesät	1996	681100	271100	2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			8457EB5B-0018-4CDB-8970-C4ADFE838FE5	2	Eglisau, Chuehalden	nur angesät	2004	682160	270750	2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			B3DD8A83-997F-430F-AE18-5F42E6D1EC22	3	Eglisau, Eglisgrund	nur angesät	2001	682200	268400	2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			F92337C5-9D10-430C-B6D8-2D2A23D11B28	4	Eglisau, Förlibuck	nur angesät	1999			2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			5D060360-4D71-4239-9376-79CFA35C6F49	5	Eglisau, Gentner	angesiedelt, vor Beginn Aktionsplan	1995			2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			F643AA99-52D8-45B6-8014-41CED4AF9818	6	Glattfelden. Verteilstation Hundig EGO	nur angesät	2000	681400	267300	2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			7E31C032-A636-40DD-A213-60D927BB1429	7	Glattfelden, Zelgli	nur angesät	2001	681700	267700	2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			3278A2AC-3063-4BBA-AB5C-DB4F0C8BBDA7	8	Hüntwangen, Loch Nord	nur angesät	1999			2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			2FFE34DB-597B-422F-A51F-F6703B997274	9	Lufingen, Leigrueb	nur angesät	2005	686350	260590	2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			BCF897FA-8331-4A64-85C4-E41DBC21E7B2	10	Weiach, KG Rüteren	nur angesät	2001	675300	268800	2010-03-27 00:00:00	KarinMarti	
137100	Digitalis grandiflora Mill.	kein Eintrag			16B8FD91-3237-4B5C-A97A-B2333DF3453F	11	Zweidlen, KG Zweidlerhard	angesiedelt, vor Beginn Aktionsplan	2001	678200	268900	2010-03-27 00:00:00	KarinMarti	
137300	Digitalis lutea L.	kein AP			7BA75144-FDA3-4B22-B053-E8642B2564BB	1	Regensberg, Mandach	nur angesät	2009	675651	259686	2010-03-27 00:00:00	KarinMarti	
137300	Digitalis lutea L.	kein AP			bf5709a4-9e2e-11e0-95ab-003048cd3590	2	Eglisau, Chüehalden	nur angesät	2004			2011-06-24 08:54:06	topos	
139400	Dipsacus pilosus L.	kein AP			A38C7C29-7380-44C1-8452-619209CED169	1	Eglisau, Bahnbord Südost	nur angesät	1996	681100	271100	2010-03-27 00:00:00	KarinMarti	
141200	Draba muralis L.	kein Eintrag			AAD28010-0773-4C63-8070-3900345183EE	1	Eglisau, Gentner	nur angesät	1995	681000	271400	2010-03-27 00:00:00	KarinMarti	
142100	Drosera intermedia Hayne	kein AP			A06A539C-7D32-467D-BAD0-D3EB5273F83D	1	Birmensdorf (ZH), Gloggenmaas					2010-03-27 00:00:00	KarinMarti	
144500	Echium vulgare L.	kein Eintrag			8B27DC52-B7E5-4F47-9B70-9541EDAD9EE8	1	Eglisau, Bahnbord Südost	nur angesät	1996	681100	271100	2010-03-27 00:00:00	KarinMarti	
144500	Echium vulgare L.	kein Eintrag			5AE816D5-B923-46AB-B006-7DF1A13D1D71	2	Eglisau, Gentner	angesiedelt, vor Beginn Aktionsplan	1995	681000	271400	2010-03-27 00:00:00	KarinMarti	
144500	Echium vulgare L.	kein Eintrag			EB763583-5BB0-4269-BAF0-DAB20EC886FA	3	Glattfelden, Verteilstation Hundig EGO	nur angesät	1995	681400	267300	2010-03-27 00:00:00	KarinMarti	
144500	Echium vulgare L.	kein Eintrag			AF44A6C2-FBB0-42F5-ABA7-60184DA03336	4	Weiach, KG Rüteren	nur angesät	2001	675300	268800	2010-03-27 00:00:00	KarinMarti	
144500	Echium vulgare L.	kein Eintrag			5513544D-804F-4ACD-B293-B17FA80F908C	5	Zweidlen, KG Zweidlerhard	angesiedelt, vor Beginn Aktionsplan	2001	678200	268900	2010-03-27 00:00:00	KarinMarti	
145600	Eleocharis ovata (Roth) Roem. & Schult.	kein AP			25E3BF78-A770-4DD0-8618-22E8B58ACE8E	1	Birmensdorf (ZH), Gloggenmaas	nur angesät	2006			2010-03-27 00:00:00	KarinMarti	
145600	Eleocharis ovata (Roth) Roem. & Schult.	kein AP			FDEA6D34-E814-449A-8596-6A2F54A81649	2	Weiach, Schlammabsetzungbecken West	nur angesät	2008	675827	269104	2011-10-24 15:26:11	salzmann	
